data_ora;rad;temperatura;elevazione;;;
2023-03-01 03:26:42.342;3757;40.22;35;;;
2023-03-01 03:26:42.561;3772;40.22;35;;;
2023-03-01 03:26:42.764;3774;40.22;35;;;
2023-03-01 03:26:42.967;3777;40.22;35;;;
2023-03-01 03:26:43.186;3765;40.22;35;;;
2023-03-01 03:26:43.389;3755;40.22;35;;;
2023-03-01 03:26:43.592;3760;40.22;35;;;
2023-03-01 03:26:43.795;3758;40.22;35;;;
2023-03-01 03:26:44.014;3768;40.22;35;;;
2023-03-01 03:26:44.217;3758;40.22;35;;;
2023-03-01 03:26:44.436;3744;40.22;35;;;
2023-03-01 03:26:44.639;3746;40.22;35;;;
2023-03-01 03:26:44.842;3753;40.22;35;;;
2023-03-01 03:26:45.045;3723;40.22;35;;;
2023-03-01 03:26:45.264;3704;40.22;35;;;
2023-03-01 03:26:45.467;3712;40.22;35;;;
2023-03-01 03:26:45.686;3724;40.22;35;;;
2023-03-01 03:26:45.904;3731;40.22;35;;;
2023-03-01 03:26:46.076;3734;40.22;35;;;
2023-03-01 03:26:46.264;3729;40.22;35;;;
2023-03-01 03:26:46.482;3722;40.22;35;;;
2023-03-01 03:26:46.685;3736;40.22;35;;;
2023-03-01 03:26:46.904;3719;40.22;35;;;
2023-03-01 03:26:47.107;3719;40.22;35;;;
2023-03-01 03:26:47.310;3731;40.22;35;;;
2023-03-01 03:26:47.514;3740;40.22;35;;;
2023-03-01 03:26:47.717;3733;40.22;35;;;
2023-03-01 03:26:47.920;3710;40.22;35;;;
2023-03-01 03:26:48.139;3727;40.22;35;;;
2023-03-01 03:26:48.357;3705;40.22;35;;;
2023-03-01 03:26:48.560;3709;40.22;35;;;
2023-03-01 03:26:48.763;3734;40.22;35;;;
2023-03-01 03:26:48.982;3738;40.22;35;;;
2023-03-01 03:26:49.185;3733;40.22;35;;;
2023-03-01 03:26:49.388;3734;40.22;35;;;
2023-03-01 03:26:49.607;3707;40.22;35;;;
2023-03-01 03:26:49.810;3705;40.22;35;;;
2023-03-01 03:26:49.982;3710;40.22;35;;;
2023-03-01 03:26:50.185;3715;40.22;35;;;
2023-03-01 03:26:50.404;3708;40.22;35;;;
2023-03-01 03:26:50.607;3709;40.22;35;;;
2023-03-01 03:26:50.810;3713;40.22;35;;;
2023-03-01 03:26:51.029;3708;40.22;35;;;
2023-03-01 03:26:51.232;3711;40.22;35;;;
2023-03-01 03:26:51.420;3705;40.22;35;;;
2023-03-01 03:26:51.638;3707;40.22;35;;;
2023-03-01 03:26:51.841;3710;40.22;35;;;
2023-03-01 03:26:52.060;3699;40.22;35;;;
2023-03-01 03:26:52.279;3701;40.22;35;;;
2023-03-01 03:26:52.482;3695;40.26;35;;;
2023-03-01 03:26:52.701;3694;40.26;35;;;
2023-03-01 03:26:52.904;3709;40.26;35;;;
2023-03-01 03:26:53.107;3718;40.26;35;;;
2023-03-01 03:26:53.310;3723;40.26;35;;;
2023-03-01 03:26:53.529;3716;40.26;35;;;
2023-03-01 03:26:53.701;3711;40.26;35;;;
2023-03-01 03:26:53.904;3724;40.26;35;;;
2023-03-01 03:26:54.123;3719;40.26;35;;;
2023-03-01 03:26:54.326;3726;40.26;35;;;
2023-03-01 03:26:54.529;3745;40.29;35;;;
2023-03-01 03:26:54.748;3707;40.29;35;;;
